Model_Year,Kilometers_Driven,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Nissan,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Second,Owner_Type_Third,price_category
-1.6627883508972088,1.631342140715468,0.9636632527028842,-0.6072195132388112,1.6819286035844054,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,-0.5804294924639212,-0.609706579005716,0.9684959969581863,-0.6986381310057719,-0.7305767114330592,2
0.7899602438305289,-1.0442799424179632,0.7037046463461126,-0.45251374583692855,0.5920425535103934,0.18591683198151163,3.104560817948398,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,1.7228621442976708,-0.609706579005716,-1.0325287901455045,-0.6986381310057719,-0.7305767114330592,2
-0.4364140535333399,0.8764748701446259,1.689071554250828,0.9017855325077777,-0.7130788548801217,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,3.0,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,1.7228621442976708,-0.609706579005716,-1.0325287901455045,-0.6986381310057719,1.3687816547538927,2
0.0891749310511753,-1.123981770528834,0.7367152630263376,-0.569166884966574,0.3164864578313033,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,2.8889088584660065,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,-0.5804294924639212,1.6401331959231251,-1.0325287901455045,1.4313561708410933,-0.7305767114330592,2
0.2643712592460137,-0.38453560137428405,-0.05058794479702773,1.5736327562651473,-1.3162862285059902,0.18591683198151163,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,1.7228621442976708,-0.609706579005716,-1.0325287901455045,-0.6986381310057719,-0.7305767114330592,0
0.2643712592460137,-1.1742702436219632,0.27786769117121063,0.8250564623850698,1.618866014523519,1.295868067692029,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,2.8889088584660065,-0.5804294924639213,-0.5804294924639212,1.6401331959231251,-1.0325287901455045,-0.6986381310057719,1.3687816547538927,0
-1.1371993663126936,1.2582037613612516,0.8398734401520406,0.33473898989361944,-1.092825315094589,0.7408924498367703,-0.32210675153107,2.844452335847639,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,1.722862144297671,-0.5804294924639212,-0.609706579005716,0.9684959969581863,-0.6986381310057719,-0.7305767114330592,2
0.9651565720253673,-0.7692093130873542,-0.38729623493532234,1.3247311385500211,0.528979964449507,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,1.722862144297671,-0.5804294924639212,-0.609706579005716,0.9684959969581863,-0.6986381310057719,-0.7305767114330592,2
-1.1371993663126936,-1.4998384457259222,-1.123432986904339,-1.5791210681264447,-0.8501714397950918,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,3.0,-0.34615145336602765,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,1.7228621442976708,-0.609706579005716,0.9684959969581863,1.4313561708410933,-0.7305767114330592,2
-0.9620030381178551,0.2254430157768181,1.2236218590596557,-0.8542496902192367,0.7675210622015552,0.7408924498367703,-0.32210675153107,-0.3515615246553262,-0.3008530220792543,-0.3258752679561411,-0.33333333333333337,2.8889088584660065,-0.31640166086969285,-0.36576884513660035,-0.34615145336602765,-0.5804294924639213,1.7228621442976708,-0.609706579005716,0.9684959969581863,-0.6986381310057719,-0.7305767114330592,2
